content_id,summary
541710,"The true testament to the show's speciality was established with a twisty finale that really sticks on delivering an ending both of narrative wholeness and of real emotional power.Kate Winslet delivers it all, packed in deadpan dialogue deliveries, those tired, resigned facial expressions, and with every single vaping action of hers.“We’re aware some customers may be experiencing issues streaming #HBOMax and appreciate your patience as we work to resolve this as quickly as possible,” read a tweet from the official handle of HBO Max."
541709,"The web series stirred a controversy and faced a lot of back lash claiming that it has hurt religious sentiments.Sunil Grover who was a part of the web series, in an interaction with Bollywood Hungama said,“I have tried my best to take up only safe subjects in my career.In his statement he had written, “The cast and crew of Tandav take cognizance of the concerns expressed by the people and unconditionally apologize if it has unintentionally hurt anybody’s sentiments”."
541708,"What does he do apart from badmouthing celebrities on social media?As per reports, he had left his home in Deoband, Uttar Pradesh to become an actor.In the clip, KRK had admitted that Karan Johar gave him money to spread negativity about Ajay Devgn's Shivaay, which clashed at the box office with Ae Dil Hai Mushkil.This happened after Khan had written, ""I request to Digvijay Singh Ji to have a strip show of Sunny Leone in the function of his marriage and I will pay Rs 1 crore to the Congress party fund,""""Sir, I don't know whether you (Anand L Rai, the film's director) are from UP or not, but I am."
541707,"TAG Confucius (Representational Image)The woman wanted the unnamed man to pay a dowry of 148,000 yuan (Rs 16.According to Global Times, the police investigated the case and found out that 19 men who were looking for wives were tricked into the marriage scam.Another woman named Dawa, from the same province, had been involved in the same scam since August 2019, South China Morning Post reported."
541706,"Bollywood singer Mika Singh has had enough of Kamaal R Khan's personal attacks on celebrities in the form of his movie reviews.Mika Singh and KRK / IndiatimesThe singer who has entered a public feud with the self-proclaimed critic revealed that he once yelled at him for making false statements against Sara Ali Khan.""A lot of actors have complained to me about KRK in the past and I had even yelled at him several times, even when he had spoken wrongly about Sara Ali Khan."
541705,"Also Read: First Case: New Bird Flu Virus in HumansThe announcement was made by China’s National Health Commission (NHC).The report states that the man is a resident of the city of Zhenjiang and experienced fever among a bunch of other symptoms, after which he was admitted to the hospital on April 28.Also Read: New Genetic Marker to Fight Bird FluAuthorities have asked people to put extreme care into food hygiene, as well as wear masks."
541704,"The video shows endearing chemistry between Manav and Archana played by Sushant and Ankita Lokhande.The couple fell in love with each other while working together on the show and years later, decided to part ways mutually.Talking about the latest development on the case, CBI has arrested Sushant’s flatmate Siddharth Pithani who was present in the house at the time of his death, the late actor’s house helps have now become key witnesses against Rhea Chakraborty and 34 others in the drug probe related to Sushant Singh Rajput’s death."
541702,"Actor-model-fitness enthusiast Milind Soman doesn't give off the vibes that he was once upon a time a solid chain smoker.“I started smoking at the age of 32, on the sets of Captain Vyom, a sci-fi TV series I was shooting at the time.If you set your mind and intentions to quitting the nasty habit, you too could be a non-smoker and protect your body from further irreparable damage."
541700,"Well, it took some time to come to India and now that it is here, people are trying all sorts of tricks to convince their family members and friends to get the gaming console.In this case, this person went a step ahead and did the smartest thing - make it seem like it is their idea!In order to convince his father to buy him a new PS5, he got him playing the PlayStation 4 he already has.So, basically his plan is to get his dad addicted to video games enough for him to be convinced to buy the latest model of the console."
541698,"London's busy Heathrow Airport has now opened a dedicated new terminal for arrivals from countries designated as ""red list"", such as India, for a higher risk of COVID-19 transmission.""Red list routes will likely be a feature of UK travel for the foreseeable future as countries vaccinate their populations at different rates,"" a Heathrow Airport spokesperson said.While opening this facility will be logistically very challenging, our hope is that it will enable Border Force to carry out its duties more efficiently as passenger volumes increase in line with the green list."
